epoch,M1M_return_BND,M1M_return_BND_M1_fwd_rtn,M1M_return_DBC,M1M_return_DBC_M1_fwd_rtn,M1M_return_EMB,M1M_return_EMB_M1_fwd_rtn,M1M_return_GLD,M1M_return_GLD_M1_fwd_rtn,M1M_return_IWM,M1M_return_IWM_M1_fwd_rtn,M1M_return_SHV,M1M_return_SHV_M1_fwd_rtn,M2M_return_BND,M2M_return_BND_M1_fwd_rtn,M2M_return_DBC,M2M_return_DBC_M1_fwd_rtn,M2M_return_EMB,M2M_return_EMB_M1_fwd_rtn,M2M_return_GLD,M2M_return_GLD_M1_fwd_rtn,M2M_return_IWM,M2M_return_IWM_M1_fwd_rtn,M2M_return_SHV,M2M_return_SHV_M1_fwd_rtn,M3M_return_BND,M3M_return_BND_M1_fwd_rtn,M3M_return_DBC,M3M_return_DBC_M1_fwd_rtn,M3M_return_EMB,M3M_return_EMB_M1_fwd_rtn,M3M_return_GLD,M3M_return_GLD_M1_fwd_rtn,M3M_return_IWM,M3M_return_IWM_M1_fwd_rtn,M3M_return_SHV,M3M_return_SHV_M1_fwd_rtn,M6M_return_BND,M6M_return_BND_M1_fwd_rtn,M6M_return_DBC,M6M_return_DBC_M1_fwd_rtn,M6M_return_EMB,M6M_return_EMB_M1_fwd_rtn,M6M_return_GLD,M6M_return_GLD_M1_fwd_rtn,M6M_return_IWM,M6M_return_IWM_M1_fwd_rtn,M6M_return_SHV,M6M_return_SHV_M1_fwd_rtn,M9M_return_BND,M9M_return_BND_M1_fwd_rtn,M9M_return_DBC,M9M_return_DBC_M1_fwd_rtn,M9M_return_EMB,M9M_return_EMB_M1_fwd_rtn,M9M_return_GLD,M9M_return_GLD_M1_fwd_rtn,M9M_return_IWM,M9M_return_IWM_M1_fwd_rtn,M9M_return_SHV,M9M_return_SHV_M1_fwd_rtn,M12M_return_BND,M12M_return_BND_M1_fwd_rtn,M12M_return_DBC,M12M_return_DBC_M1_fwd_rtn,M12M_return_EMB,M12M_return_EMB_M1_fwd_rtn,M12M_return_GLD,M12M_return_GLD_M1_fwd_rtn,M12M_return_IWM,M12M_return_IWM_M1_fwd_rtn,M12M_return_SHV,M12M_return_SHV_M1_fwd_rtn,pred_return_BND,pred_return_EMB,pred_return_SHV,pred_return_GLD,pred_return_DBC,pred_return_IWM
5,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.047732532024383545,0.20984679460525513,1.1551930904388428,0.1746964454650879,1.0429363250732422,-0.23252665996551514
5,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,1.6853106021881104,0.41353344917297363,1.7690157890319824,1.3180198669433594,0.14447909593582153,-0.4784000515937805
5,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.4616241753101349,0.6281386017799377,0.8829065561294556,0.677893877029419,-0.08564221858978271,0.06898820400238037
5,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,1.70098876953125,0.16504696011543274,0.9013855457305908,1.4443027973175049,0.3672838509082794,0.169219970703125
5,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.7499853372573853,0.3877928555011749,-0.016530990600585938,-0.22412294149398804,0.5196759104728699,1.0694328546524048
5,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,2.0341944694519043,0.24252468347549438,1.1032644510269165,0.8825119137763977,1.06905996799469,0.778057336807251
5,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,-0.0770767331123352,0.7132235765457153,1.0046696662902832,0.4547941982746124,1.587186574935913,1.1773275136947632
5,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,-0.14647537469863892,1.681938648223877,1.043294072151184,0.9920072555541992,-0.2016986608505249,1.5414150953292847
5,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,1.5100085735321045,0.27262458205223083,0.038148701190948486,0.01496189832687378,0.7570723295211792,0.28627902269363403
5,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.0651412308216095,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,-0.04453982040286064,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.06211800128221512,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,0.02718956582248211,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.1399884819984436,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.0,-0.2065598964691162,0.9074427485466003,1.2063215970993042,0.4534751772880554,0.9461758732795715,0.5816975235939026,0.9534932374954224
