epoch,eval_episode_num,timestep,BND_weight,EMB_weight,SHV_weight,GLD_weight,DBC_weight,IWM_weight
5,1,1,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,2,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,3,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,4,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,5,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,6,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,7,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,8,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,9,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,10,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,11,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,12,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,13,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,14,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,15,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,16,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,17,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,18,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,19,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,20,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,21,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,22,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,23,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,24,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,25,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,26,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,27,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,28,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,29,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,30,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,31,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,32,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,33,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,34,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,35,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,36,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,37,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,38,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,39,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,1,40,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,2,1,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
5,2,2,0.217359259724617,0.14596684277057648,0.12231405824422836,0.20051948726177216,0.15390610694885254,0.15993422269821167
