epoch,update_batch_id,spo_max_term_val_mean,spo_term_2_r_hat_w_star_c_mean,spo_term_r_true_w_star_c_mean,total_spo_plus_loss
89,89,2.264685869216919,-1.9882116317749023,0.0,0.27647456526756287
90,90,4.528466701507568,-4.341713905334473,0.0,0.18675284087657928
91,91,3.939082384109497,-3.957585573196411,0.0,-0.01850293204188347
92,92,1.908102035522461,-1.5776219367980957,0.0,0.3304802477359772
93,93,2.3539490699768066,-1.9528894424438477,0.0,0.4010597765445709
94,94,2.605844020843506,-2.188469886779785,0.0,0.41737431287765503
95,95,3.083650827407837,-2.6381187438964844,0.0,0.4455321431159973
96,96,4.5307416915893555,-3.345778226852417,0.0,1.184963583946228
97,97,2.2177791595458984,-1.8730961084365845,0.0,0.34468287229537964
98,98,3.022191286087036,-2.351206064224243,0.0,0.6709851026535034
99,99,3.3114452362060547,-2.5723798274993896,0.0,0.7390652894973755
100,100,2.73874568939209,-2.1434571743011475,0.0,0.5952883958816528
