Price,Close,High,Low,Open,Volume
Ticker,VTI,VTI,VTI,VTI,VTI
Date,,,,,
2001-06-15,36.33969497680664,36.56165674154031,36.01980795191234,36.18301505861819,1067400
2001-06-18,36.10792541503906,36.50288614193847,36.10792541503906,36.43760183356146,282600
2001-06-19,36.20912551879883,36.66610587431672,36.05897529304943,36.65631384725476,1777600
2001-06-20,36.591026306152344,36.6073480100521,36.15036769462493,36.15036769462493,476000
2001-06-21,36.884788513183594,37.031673842984404,36.47677094113511,36.5583744555448,240400
2001-06-22,36.649776458740234,36.8521541067014,36.47677737612698,36.8521541067014,180600
2001-06-25,36.41416549682617,36.774118111153065,36.25055044517144,36.71521659269466,30400
2001-06-26,36.31926345825195,36.50251398849792,36.014939404282764,36.028028906197996,146600
2001-06-27,36.32255935668945,36.54507603639498,36.14912771596887,36.38800441095687,114000
2001-06-28,36.767574310302734,37.10134791449003,36.58432625283265,36.58432625283265,357400
2001-06-29,36.97700500488281,37.179888585974886,36.62032535849798,36.66613737736268,215000
2001-07-02,37.075172424316406,37.284599494780245,36.84610984960636,36.84610984960636,290000
2001-07-03,37.055538177490234,37.09153369050087,36.9213751261878,37.026088664973,56800
2001-07-05,36.63341522216797,36.95737487640604,36.63341522216797,36.94101236986425,627600
2001-07-06,35.6680793762207,36.34871855431926,35.6680793762207,36.322539548261446,777000
2001-07-09,35.89714813232422,36.06076321496301,35.76625806346761,35.8087970861892,850000
2001-07-10,35.42266082763672,36.096754082360285,35.42266082763672,36.08039407414496,218000
2001-07-11,35.46846389770508,35.51100290421509,35.098694850624625,35.48809690123784,47200
2001-07-12,36.309452056884766,36.35199107165993,35.812063397066645,35.815333900579496,64800
2001-07-13,36.48289108276367,36.56469862555182,36.09348887675838,36.12621139456002,430000
2001-07-16,36.06074905395508,36.50251160085469,36.02148304734502,36.50251160085469,46400
2001-07-17,36.48616027832031,36.48616027832031,35.91023453811681,35.995315072782375,183400
2001-07-18,36.10658264160156,36.35200531588075,35.9658760383873,36.17530318738006,54400
2001-07-19,36.309452056884766,36.728306190745826,36.15892650856392,36.56796413875129,18600
2001-07-20,36.31271743774414,36.41743094923817,36.15891892161325,36.3225339393581,11600
2001-07-23,35.6844367980957,36.45015389200171,35.6844367980957,36.404341886207355,52000
2001-07-24,35.19032287597656,35.681167992812924,34.948173317376146,35.560091965229034,102400
2001-07-25,35.63534927368164,35.64843877392141,35.16413725131751,35.24267175618924,519200
2001-07-26,36.0902099609375,36.0902099609375,35.46847223833478,35.56336927200388,65000
2001-07-27,36.15237808227539,36.27017860688686,35.910226040648496,36.116382575994834,208000
2001-07-30,36.12293243408203,36.25709798047202,35.96586337592088,36.25709798047202,25600
2001-07-31,36.270172119140625,36.59740212020065,36.12946561538893,36.158915117132274,119200
2001-08-01,36.427276611328125,36.63016029450673,36.30620050250991,36.38800807687029,237400
2001-08-02,36.541786193847656,36.78066527531322,36.40435014528439,36.76430277100289,62200
2001-08-03,36.41416549682617,36.5188790300225,36.17201591941609,36.5188790300225,17600
2001-08-06,35.99530792236328,36.38798301016213,35.936406409536716,36.38798301016213,30400
2001-08-07,36.06074905395508,36.10656105937819,35.929859036498804,35.96258154086288,29200
2001-08-08,35.40629959106445,36.139296890634945,35.373577076894016,35.94622981286407,54400
2001-08-09,35.5109977722168,35.5109977722168,35.21321977654703,35.370288775243885,56200
2001-08-10,35.65497970581055,35.7498767032837,35.0626942179115,35.53717670871055,114200
2001-08-13,35.717166900634766,35.81860743553441,35.57645785388642,35.74661641209559,34200
2001-08-14,35.638633728027344,35.962590849247114,35.57318620579203,35.84806080604494,38600
2001-08-15,35.33103561401367,35.795701774165764,35.33103561401367,35.795701774165764,49800
2001-08-16,35.43901062011719,35.43901062011719,35.04633311529077,35.304845119412285,42800
2001-08-17,34.89909362792969,35.27540877419972,34.79765059064927,35.2492297648004,84600
2001-08-20,35.14450454711914,35.160864550132345,34.91544203583202,34.93180453541215,71800
2001-08-21,34.6536750793457,35.439027977073636,34.6536750793457,35.209965362928635,69800
2001-08-22,34.97435760498047,35.06271114373975,34.59477192841712,34.87619005771984,326800
2001-08-23,34.928558349609375,35.03654493797509,34.85002378378378,34.98091639120566,31000
2001-08-24,35.5666618347168,35.5666618347168,34.95146727760327,35.01364183303131,52400
2001-08-27,35.43901062011719,35.56990062515917,35.340840619768876,35.47173312137768,75600
2001-08-28,34.84674072265625,35.38994401284869,34.84674072265625,35.38994401284869,61600
2001-08-29,34.51951217651367,34.99726795615865,34.457340137841506,34.99726795615865,90000
2001-08-30,34.00247573852539,34.568582327691544,33.838860713310424,34.440962807749244,111800
2001-08-31,34.14646911621094,34.39843775534282,33.976310519443885,34.08102407820088,69800
2001-09-04,33.966487884521484,34.70929916783304,33.966487884521484,34.14318995457833,71600
2001-09-05,33.91740036010742,34.07119890653916,33.547628749350054,33.982845381472295,45800
2001-09-06,33.230224609375,33.83887292250262,33.230224609375,33.83887292250262,90600
2001-09-07,32.55940628051758,33.27276824662683,32.55940628051758,33.063341109472596,133200
2001-09-10,32.804813385009766,32.91934340624249,32.313968296954755,32.49394582786848,75200
2001-09-17,31.24720573425293,31.77404646552721,30.84144105495617,30.84144105495617,410000
2001-09-18,30.847990036010742,31.414099383813266,30.808724009584694,31.234121774132845,318400
2001-09-19,30.432403564453125,31.103226362081667,29.516158157433836,30.923248783234627,257200
2001-09-20,29.450714111328125,30.07245190854753,29.45071411132812,29.941559346516925,218200
2001-09-21,28.976238250732422,29.450721091919252,28.40358534061177,28.469030388855277,223200
2001-09-24,30.0123233795166,30.196225643796065,29.64123416610112,29.884248230396192,578000
2001-09-25,30.294734954833984,30.4228100566437,29.884237191218347,30.196214489374427,190000
2001-09-26,30.061580657958984,30.491781628851868,29.972911713962926,30.491781628851868,244200
2001-09-27,30.360437393188477,30.50493352099953,29.80544568546976,30.081299196220154,406200
2001-09-28,31.18142318725586,31.181423187255863,30.65598631391158,30.65598631391158,365800
2001-10-01,30.898996353149414,31.066480195862006,30.642846067518576,30.935120368351743,922000
2001-10-02,31.279935836791992,31.30949047904674,30.869437991164798,30.88585890718189,983400
2001-10-03,31.83165168762207,32.117359149803875,30.98438335603232,30.98438335603232,722600
2001-10-04,31.936738967895508,32.504869205674126,31.936738967895504,32.24543421314359,579000
2001-10-05,31.953161239624023,32.03526082913438,31.503254587134226,31.936740319529697,338000
2001-10-08,31.73969841003418,31.949873136256073,31.628041677396087,31.674017242164606,726800
2001-10-09,31.529541015625,31.73971585738017,31.496701666378584,31.72329493001609,466400
2001-10-10,32.27827453613281,32.297977635631725,31.575502258558068,31.575502258558068,665600
2001-10-11,32.869384765625,32.925214380995904,32.659210053288085,32.7577305458436,540200
2001-10-12,32.61981964111328,32.81029134927552,32.097664786734924,32.659225852814835,353400
2001-10-15,32.66578674316406,32.692059214464194,32.297979661404504,32.44576043335717,458600
2001-10-16,32.84968185424805,33.04015347133829,32.60995249608293,32.64279182529292,1283000
2001-10-17,32.18301773071289,33.17149683397604,32.18301773071289,33.09924884227536,516200
2001-10-18,32.01556396484375,32.27499903918536,31.880921904136592,32.18633256071785,476600
2001-10-19,32.10419845581055,32.21256792295316,31.690416154743097,31.89073919305075,536800
2001-10-22,32.58367919921875,32.65264254044434,32.05495774434242,32.08451238823332,449800
2001-10-23,32.46215057373047,32.89563595068655,32.42931126594927,32.7412884480885,397600
2001-10-24,32.445762634277344,32.63951648592717,32.31768745985232,32.511441311502146,445000
2001-10-25,32.905513763427734,32.93835560290763,31.982715198999962,32.183038393520526,773600
2001-10-26,33.082828521728516,33.217472964199,32.83324773474945,32.92191413174588,308000
2001-10-29,32.314388275146484,32.971184774619054,32.314388275146484,32.971184774619054,339800
2001-10-30,31.782384872436523,32.11078314969746,31.582061722868954,32.11078314969746,436800
2001-10-31,31.821800231933594,32.22901347948303,31.821800231933594,31.96957848545734,227400
2001-11-01,32.49172592163086,32.53113211087064,31.568925071079573,32.00241069107705,343200
2001-11-02,32.54426574707031,32.6723408628457,32.24870682394258,32.24870682394258,308000
2001-11-05,33.0106086730957,33.12226544076557,32.908805962808216,33.102562336963125,241400
2001-11-06,33.49005889892578,33.499910446802595,32.839829178774785,32.977755860010404,388000
2001-11-07,33.430965423583984,33.739658283276086,33.39155670500389,33.49664411573596,154800
2001-11-08,33.45065689086914,33.98594531154879,33.42438442095734,33.67725255926732,128200
2001-11-09,33.52288818359375,33.581999958624934,33.276589538543696,33.440788635243734,207400
2001-11-12,33.46377944946289,33.53930963773998,32.85952541584808,33.161653685395294,368400
2001-11-13,34.05491256713867,34.1140243784715,33.78562598339598,33.89071336960091,153400
2001-11-14,34.26508331298828,34.432567176330075,33.96624211143708,34.432567176330075,207800
2001-11-15,34.156707763671875,34.350461557355786,34.02863262756348,34.21910173672456,203800
2001-11-16,34.14356231689453,34.26178587301017,33.861139655671565,34.235513414877914,163800
2001-11-19,34.49168014526367,34.49168014526367,34.179702698262076,34.317629411327154,273800
2001-11-20,34.24538803100586,34.55408335832534,34.2421033451566,34.531095568342906,84000
2001-11-21,34.03520202636719,34.28478545360964,33.91041156548614,34.28478545360964,128600
2001-11-23,34.4522705078125,34.511379802817515,34.087748155732164,34.087748155732164,90800
2001-11-26,34.66245651245117,34.73141988452819,34.373464280340336,34.59020845442347,139000
2001-11-27,34.56720733642578,34.92516029712443,34.284784585103765,34.646022230486714,241400
2001-11-28,33.83817672729492,34.448998047236,33.83817672729492,34.448998047236,207600
2001-11-29,34.3570442199707,34.3570442199707,33.861161895322084,34.09432447705565,170400
2001-11-30,34.24538803100586,34.41287193258145,34.24538803100586,34.27822737305489,331800
2001-12-03,34.00893020629883,34.120586941195164,33.87100350920372,34.0450542229876,263800
2001-12-04,34.45555114746094,34.45555114746094,34.03848638329828,34.14028906078704,184600
2001-12-05,35.302818298339844,35.40790565724127,34.74125748932156,34.79379991603214,201000
2001-12-06,35.23713684082031,35.43417530993098,35.14518321678727,35.36849414990738,275800
2001-12-07,35.1616096496582,35.256845467523895,34.872620016655056,35.256845467523895,173400
2001-12-10,34.49824142456055,35.010541956066255,34.46539959112136,34.94157861570819,346800
2001-12-11,34.40956115722656,34.806922657345005,34.327461611611696,34.646008249474065,254400
2001-12-12,34.38987350463867,34.54422112055343,34.054905805104426,34.531084886701066,315400
2001-12-13,33.87755584716797,34.24536018784396,33.825010938226164,34.14684224179682,111000
2001-12-14,34.03190994262695,34.10415795892216,33.759341297713,33.841440860688486,192400
2001-12-17,34.281517028808594,34.409592235204116,34.03193348318689,34.05492127650195,81600
2001-12-18,34.63618469238281,34.69858119922251,34.51796105072935,34.61319690125472,324600
2001-12-19,34.79378128051758,34.902153266007076,34.402989204947126,34.481804055539975,112200
2001-12-20,34.48182678222656,34.83321291683575,34.48182678222656,34.77738579859891,131800
2001-12-21,34.66573715209961,34.757688310781916,34.51467417633851,34.531095099880844,338200
2001-12-24,34.74253463745117,34.782088095277146,34.73264627299468,34.74253463745117,123200
2001-12-26,34.91394805908203,35.14468752176353,34.660137416460906,34.660137416460906,94600
2001-12-27,35.11500549316406,35.121599411735374,34.94689577739883,35.006228470325205,94400
2001-12-28,35.22048568725586,35.35563335519469,35.1578585496548,35.25015329125054,220000
2001-12-31,34.73923873901367,35.253453825208936,34.73923873901367,35.253453825208936,137600
2002-01-02,35.02271270751953,35.05237779821762,34.48212703726857,34.94030632467831,1627600
2002-01-03,35.398475646972656,35.398475646972656,35.05566488907751,35.09192388850775,354400
2002-01-04,35.63252639770508,35.73471204248159,35.365530469896825,35.53364022788603,487200
2002-01-07,35.40177536010742,35.84676923383476,35.38859003975753,35.84676923383476,760400
2002-01-08,35.29960250854492,35.47430618016293,35.220493072708976,35.47430618016293,278600
2002-01-09,35.180938720703125,35.72811586739772,35.09853232696619,35.31938085861872,219200
2002-01-10,35.154563903808594,35.28641462112639,35.05237827759459,35.154563903808594,281000
2002-01-11,34.86119079589844,35.26992567905109,34.8513024340642,35.26992567905109,80000
2002-01-14,34.587615966796875,34.84142658443384,34.587615966796875,34.84142658443384,442600
2002-01-15,34.824947357177734,34.9106507227831,34.5843195473471,34.742540951938246,271800
2002-01-16,34.24810028076172,34.62387326289168,34.24810028076172,34.56124359425544,346400
2002-01-17,34.60407638549805,34.6271500634291,34.39641076927628,34.57770574933619,212000
2002-01-18,34.28435516357422,34.58431311513907,34.198651813908505,34.58431311513907,215800
2002-01-22,34.017364501953125,34.56124730228646,33.98440244144529,34.56124730228646,140000
2002-01-23,34.31071472167969,34.39312109099664,33.934941878781835,34.099754617415726,42000
2002-01-24,34.46235275268555,34.64364529887957,34.43268514504151,34.52827685769366,50800
2002-01-25,34.518375396728516,34.62055847517459,34.310709766541386,34.42937512240762,47000
2002-01-28,34.49201965332031,34.63375874987581,34.31402154265688,34.594202775891645,439400
2002-01-29,33.63500213623047,34.63376746845341,33.572372457033595,34.61069377319838,117800
2002-01-30,33.951412200927734,34.00415346583971,33.104275123304085,33.68771090605172,300800
2002-01-31,34.435977935791016,34.435977935791016,34.05690809077752,34.165685114231,237400
2002-02-01,34.23491287231445,34.50190878683672,34.15909788253314,34.50190878683672,199200
2002-02-04,33.40753173828125,34.215115427660706,33.37127274531749,34.215115427660706,183000
2002-02-05,33.28887939453125,33.60861654010573,33.11417827742595,33.44050682663855,204800
2002-02-06,33.06802749633789,33.40754133264765,32.965844404007754,33.20976655094557,304200
2002-02-07,32.929595947265625,33.32184867739934,32.929595947265625,32.96914940736848,198200
2002-02-08,33.40095901489258,33.41084737944094,32.939482722169,33.01200074864829,160600
2002-02-11,33.8624382019043,33.90528862355754,33.44051533131161,33.48336826780854,381200
2002-02-12,33.78002166748047,33.94483441416738,33.65146541140918,33.786613070817054,271000
2002-02-13,34.093162536621094,34.172271945436655,33.84594343358502,33.84594343358502,91800
2002-02-14,34.047027587890625,34.32720883720375,33.931659134037425,34.23161711405575,110200
2002-02-15,33.677833557128906,34.132718313753195,33.62838923382069,34.132718313753195,51600
2002-02-19,33.051544189453125,33.61190898750977,33.00539682565164,33.61190898750977,181000
2002-02-20,33.463584899902344,33.463584899902344,32.781260108520925,33.12736794372104,121400
2002-02-21,32.929595947265625,33.5624764573473,32.929595947265625,33.38118138239722,46200
2002-02-22,33.17021179199219,33.35809821865159,32.810921218930986,32.89662454955333,47600
2002-02-25,33.760257720947266,33.81959043722558,33.34163426125988,33.34163426125988,146000
2002-02-26,33.87232208251953,33.94813455039471,33.52621425050899,33.85254283950758,51400
2002-02-27,33.753658294677734,34.211837627967554,33.58884551249165,33.793211752902565,2348200
2002-02-28,33.832767486572266,34.14920772434921,33.78662010907418,33.918470836858766,161200
2002-03-01,34.50848388671875,34.50848388671875,33.9085657600779,33.9118602033873,304800
2002-03-04,35.154563903808594,35.18422899491239,34.511792599950574,34.610681266649735,302600
2002-03-05,34.95677947998047,35.30618164724863,34.90733516021699,35.154554244191836,136600
2002-03-06,35.46440124511719,35.54021620576092,34.9534833023918,35.02270434567037,236600
2002-03-07,35.31607437133789,35.62921757712278,35.18422367396004,35.58966412829944,74600
2002-03-08,35.579769134521484,35.823691244558965,35.44791846171875,35.79732060702994,371200
2002-03-11,35.69514846801758,35.82699918122256,35.40178195142915,35.59955676381504,55600
2002-03-12,35.625919342041016,35.70173178744723,35.26662629278935,35.43473597692884,73000
2002-03-13,35.293006896972656,35.599558753499295,35.227082794107204,35.599558753499295,344400
2002-03-14,35.26335144042969,35.388608276036315,35.204018725701495,35.276534252730166,57000
2002-03-15,35.57316589355469,35.648980827868016,35.33583524768553,35.38527955138189,60000
2002-03-18,35.59954833984375,35.826990703431264,35.45451233815402,35.79732310542992,378600
2002-03-19,35.764373779296875,35.87644526419929,35.67207902353171,35.81381811698349,97200
2002-03-20,35.187522888183594,35.599554772120165,35.187522888183594,35.599554772120165,267600
2002-03-21,35.342445373535156,35.405075021266796,34.89745146584279,35.25344508309094,70800
2002-03-22,35.20401382446289,35.40178867440722,35.12490187261023,35.335862047863344,80800
2002-03-25,34.675106048583984,35.26349161141205,34.675106048583984,35.23704669305599,294400
2002-03-26,34.91642761230469,35.164343179758525,34.74784684222393,34.77428925275405,88800
2002-03-27,35.12468719482422,35.187490772900524,34.86354909503435,34.96602008183901,63200
2002-03-28,35.07508087158203,35.389106124580664,35.07508087158203,35.1544131157843,637200
2002-04-01,35.098228454589844,35.194089429876755,34.72470329317025,35.03872862585752,3147600
2002-04-02,34.87015914916992,35.03874248424344,34.86685542321443,35.01560379291399,1023600
2002-04-03,34.4900016784668,34.92302911490833,34.37761453378504,34.92302911490833,103600
2002-04-04,34.59578323364258,34.675115488381586,34.40075506008084,34.54289338253197,103200
2002-04-05,34.53958511352539,34.787500601751525,34.46686283347078,34.787500601751525,91800
2002-04-08,34.625545501708984,34.625545501708984,34.16607545766488,34.26193645905991,155000
2002-04-09,34.443729400634766,34.72470234761981,34.39745203753945,34.70817363711699,74000
2002-04-10,34.85031509399414,34.85031509399414,34.486706127712544,34.49331609934936,39800
2002-04-11,34.063594818115234,34.80734140783891,34.063594818115234,34.80734140783891,95000
2002-04-12,34.33134460449219,34.37431572406182,34.06359662500578,34.2453998434256,79000
2002-04-15,34.12641143798828,34.430523187786164,34.004108010436404,34.36110459353524,78200
2002-04-16,34.84040451049805,34.873459417883,34.453656798045806,34.46357301806851,77600
2002-04-17,34.78749084472656,34.99904513358968,34.70815861688441,34.85690685932921,56800
2002-04-18,34.75445556640625,34.919732605440686,34.29829184656511,34.77428800407359,71600
2002-04-19,34.76768112182617,34.873458335331115,34.694958814680085,34.873458335331115,36400
2002-04-22,34.275150299072266,34.6585916862021,34.2123442224684,34.6585916862021,66000
2002-04-23,34.093345642089844,34.37431608949095,34.04706827531447,34.31151253282572,90800
2002-04-24,33.81569290161133,34.30160541742893,33.81569290161133,34.113189639724254,53000
2002-04-25,33.87187576293945,33.90493066536517,33.650405142567024,33.73304365959501,77600
2002-04-26,33.24050521850586,33.987557869928516,33.24050521850586,33.98094790041441,133600
2002-04-29,33.08845901489258,33.42562554914647,33.02234921543313,33.36942944548603,204000
2002-04-30,33.511566162109375,33.59420466839761,33.055402515292094,33.220679527868555,109400
2002-05-01,33.789241790771484,33.789241790771484,33.12152107109348,33.51157502480732,123400
2002-05-02,33.62726593017578,34.047068480432095,33.53470867414009,34.047068480432095,63000
