Price,Close,High,Low,Open,Volume
Ticker,XRT,XRT,XRT,XRT,XRT
Date,,,,,
2006-06-22,14.434596061706543,14.434596061706543,14.442373500746818,14.356823154698608,14.411265227980536,10200
2006-06-23,14.500699043273926,14.500699043273926,14.500699043273926,14.500699043273926,14.500699043273926,50000
2006-06-26,14.500699043273926,14.500699043273926,14.500699043273926,14.500699043273926,14.500699043273926,0
2006-06-27,14.228495597839355,14.228495597839355,14.302379025345521,14.224607620978801,14.271270760277725,142000
2006-06-28,14.224610328674316,14.224610328674316,14.271273476855704,14.139059987512828,14.271273476855704,83000
2006-06-29,14.586254119873047,14.586254119873047,14.586254119873047,14.263498520637791,14.356824833242808,278000
2006-06-30,14.629026412963867,14.629026412963867,14.664024144137727,14.601806120205831,14.664024144137727,758200
2006-07-03,14.629026412963867,14.629026412963867,14.629026412963865,14.629026412963865,14.629026412963865,0
2006-07-05,14.442371368408203,14.442371368408203,14.50847884879272,14.325712766817727,14.50847884879272,234000
2006-07-06,14.524033546447754,14.524033546447754,14.524033546447754,14.430707250146037,14.457927543516933,170400
2006-07-07,14.411260604858398,14.411260604858398,14.504586876613063,14.38015085867728,14.411260604858398,254000
2006-07-10,14.50458812713623,14.50458812713623,14.605693327547375,14.454035526930658,14.508477587441375,697200
2006-07-11,14.50458812713623,14.50458812713623,14.508477587441375,14.294601772492598,14.387929535687926,193000
2006-07-12,14.166275024414062,14.166275024414062,14.45014475256081,14.154609612545924,14.45014475256081,250000
2006-07-13,13.960176467895508,13.960176467895508,14.084612457297863,13.917401318402073,14.026282438280631,562200
2006-07-14,13.761860847473145,13.761860847473145,13.90185175988081,13.691865391269312,13.90185175988081,264800
2006-07-17,13.812417030334473,13.812417030334473,13.9057433405274,13.765753875238008,13.789084711088764,112600
2006-07-18,13.614092826843262,13.614092826843262,13.79685890950961,13.446883103414319,13.79685890950961,399200
2006-07-19,13.940742492675781,13.940742492675781,13.97962969536566,13.71909062922635,13.71909062922635,294800
2006-07-20,13.76575756072998,13.76575756072998,13.995186902855325,13.76575756072998,13.991297440242242,509200
2006-07-21,13.590764999389648,13.590764999389648,13.66853791239316,13.551877801190427,13.660760472753315,330600
2006-07-24,13.894075393676758,13.894075393676758,13.91351824781182,13.746307032139848,13.769639347138735,261800
2006-07-25,14.026284217834473,14.026284217834473,14.072947348932136,13.847407645798267,14.002951910588544,1268200
2006-07-26,13.746306419372559,13.746306419372559,13.87851989834988,13.746306419372559,13.874631921054055,479800
2006-07-27,13.563543319702148,13.563543319702148,13.785195134960624,13.559653858581244,13.730754546426231,72600
2006-07-28,13.722978591918945,13.722978591918945,13.75797632881868,13.606319963384806,13.614095919678132,928600
2006-07-31,13.851304054260254,13.851304054260254,13.925188997154342,13.777420594761264,13.82797321620536,1606600
2006-08-01,13.575204849243164,13.575204849243164,13.684085995135659,13.501321426443878,13.676308558515572,315600
2006-08-02,13.625762939453125,13.625762939453125,13.691868952286118,13.56354490480062,13.652983236901411,1385200
2006-08-03,13.936849594116211,13.936849594116211,14.02239992643785,13.544098627665624,13.544098627665624,1920400
2006-08-04,13.956294059753418,13.956294059753418,14.201278186643956,13.87074371754519,14.142948138157482,956400
2006-08-07,13.905743598937988,13.905743598937988,13.940741336759437,13.808527825366737,13.831860145046031,931000
2006-08-08,13.684088706970215,13.684088706970215,13.917407401627505,13.684088706970215,13.85907735711452,689200
2006-08-09,13.540210723876953,13.540210723876953,13.847412876721485,13.540210723876953,13.843523415680805,1684800
2006-08-10,13.851304054260254,13.851304054260254,13.866858935226915,13.555768732869193,13.56743415189664,1283200
2006-08-11,13.769639015197754,13.769639015197754,13.859077328778726,13.769639015197754,13.851299890633252,292000
2006-08-14,13.8746337890625,13.8746337890625,13.999069846806975,13.859078910995736,13.91351950083459,192800
2006-08-15,14.158500671386719,14.158500671386719,14.158500671386719,13.99517893609657,14.014621787908085,562000
2006-08-16,14.430704116821289,14.430704116821289,14.481256714988543,14.17405463262552,14.236272644448906,1124800
2006-08-17,14.512369155883789,14.512369155883789,14.64458265448402,14.434596247872799,14.442373687013381,844200
2006-08-18,14.52014446258545,14.52014446258545,14.58236248317789,14.40348585939895,14.58236248317789,855000
2006-08-21,14.310154914855957,14.310154914855957,14.325709787404865,14.26737975704361,14.306266938415877,423000
2006-08-22,14.236282348632812,14.236282348632812,14.298500402867232,14.201284600413738,14.298500402867232,406200
2006-08-23,14.045732498168945,14.045732498168945,14.201278306515993,13.999069349022738,14.174058012564476,1045400
2006-08-24,13.851304054260254,13.851304054260254,13.901856675704352,13.800752916211252,13.901856675704352,642400
2006-08-25,13.808523178100586,13.808523178100586,13.831855489927378,13.734639749074137,13.816300615376184,1491800
2006-08-28,13.94462776184082,13.94462776184082,14.053508929844417,13.940738301043744,13.940738301043744,623200
2006-08-29,14.061283111572266,14.061283111572266,14.069060547970572,13.913514786793067,14.037950802377345,1020000
2006-08-30,14.107952117919922,14.107952117919922,14.111841579434921,14.026291226844096,14.06128896350444,527800
2006-08-31,14.131285667419434,14.131285667419434,14.18183828775219,14.115730786794732,14.174060847439838,1001000
2006-09-01,14.205160140991211,14.205160140991211,14.232380423170964,14.084613600879191,14.162384988024703,430800
2006-09-05,14.314047813415527,14.314047813415527,14.317935790789633,14.224609499864599,14.224609499864599,532200
2006-09-06,14.131285667419434,14.131285667419434,14.251833767168293,14.127397688960789,14.240166865002234,1118800
2006-09-07,14.158500671386719,14.158500671386719,14.263493851242318,14.037952616724104,14.142945796579701,991400
2006-09-08,14.387927055358887,14.387927055358887,14.387927055358887,14.15849788892415,14.170163301039645,1854400
2006-09-11,14.539586067199707,14.539586067199707,14.590138668150342,14.271271154574638,14.31404631819483,273200
2006-09-12,14.920668601989746,14.920668601989746,14.951778345068927,14.594023716629332,14.597913176211327,782800
2006-09-13,14.97900390625,14.97900390625,15.014001637848038,14.870122733898201,14.909008443053924,1550800
2006-09-14,14.990669250488281,14.990669250488281,15.017889543445802,14.870122662646324,14.986781272949226,1101000
2006-09-15,15.058746337890625,15.058746337890625,15.144329976613147,14.957603251741178,15.144329976613147,741600
2006-09-18,15.054858207702637,15.054858207702637,15.120989946167398,14.942043670821567,15.00039642685584,810400
2006-09-19,15.159887313842773,15.159887313842773,15.159887313842772,14.945928267762772,15.140435412219686,1659800
2006-09-20,15.4049711227417,15.4049711227417,15.459434390497789,15.315497980243729,15.323278447066027,458200
2006-09-21,15.222134590148926,15.222134590148926,15.502223961976464,15.163781833866562,15.502223961976464,467800
2006-09-22,15.19489860534668,15.19489860534668,15.202679069173987,15.019841879161584,15.113204477145809,1441600
2006-09-25,15.455538749694824,15.455538749694824,15.455538749694824,15.175447964529456,15.27270154449278,1005400
2006-09-26,15.478883743286133,15.478883743286133,15.51000412444719,15.362179716980805,15.455542344436184,368400
2006-09-27,15.420524597167969,15.420524597167969,15.55668047473839,15.362173350184866,15.498327743783696,518200
2006-09-28,15.494443893432617,15.494443893432617,15.494443893432617,15.288265257266621,15.48277245261091,824600
2006-09-29,15.284375190734863,15.284375190734863,15.513893731956895,15.268814259539996,15.513893731956895,983000
2006-10-02,15.32717227935791,15.32717227935791,15.46721625634573,15.237697636210083,15.284380445845276,197000
2006-10-03,15.54502010345459,15.54502010345459,15.572251001557913,15.241589248033188,15.253259208942426,658000
2006-10-04,15.828993797302246,15.828993797302246,15.836774262590257,15.443870411363761,15.490551719119816,994000
2006-10-05,15.813433647155762,15.813433647155762,15.821212628125668,15.618926475525171,15.727850016767277,2120600
2006-10-06,15.646162033081055,15.646162033081055,15.704513311611878,15.568358844400898,15.65783199199274,827800
2006-10-09,15.751188278198242,15.751188278198242,15.801759064302308,15.552790171578216,15.572240588077602,299200
2006-10-10,15.735626220703125,15.735626220703125,15.828988806780123,15.7122848321981,15.758966125236599,1599400
2006-10-11,15.723958969116211,15.723958969116211,15.793981669295027,15.692838593465595,15.73951989892749,89400
2006-10-12,16.077964782714844,16.077964782714844,16.081854273505435,15.79398298392327,15.79398298392327,241400
2006-10-13,16.097412109375,16.097412109375,16.112971553517646,16.03905937093178,16.05462029904621,131400
2006-10-16,16.1285343170166,16.1285343170166,16.155765202329764,16.0390611961345,16.085742501818217,266000
2006-10-17,15.969029426574707,15.969029426574707,16.11296423634042,15.821203644561454,16.11296423634042,270200
2006-10-18,15.972930908203125,15.972930908203125,16.175218563008123,15.918467648701247,16.175218563008123,725000
2006-10-19,15.89901351928711,15.89901351928711,16.054619827921552,15.867893147943263,15.988486627361805,269400
2006-10-20,15.89901351928711,15.89901351928711,15.972927183675752,15.8328818026991,15.972927183675752,177000
2006-10-23,16.18299102783203,16.18299102783203,16.229673802891753,15.88345138304199,15.918461238379551,814200
2006-10-24,16.14409828186035,16.14409828186035,16.221901461940874,16.042955186536236,16.2024510379138,633000
2006-10-25,16.01183319091797,16.01183319091797,16.206340397553987,15.937920986626281,16.182998998527665,500600
2006-10-26,16.295806884765625,16.295806884765625,16.295806884765625,15.98848526753488,16.093519294334182,89800
2006-10-27,16.062408447265625,16.062408447265625,16.249135222052423,16.062408447265625,16.155771092672776,639600
2006-10-30,16.225784301757812,16.225784301757812,16.253015181027468,15.957364998683387,15.957364998683387,519600
2006-10-31,16.10130500793457,16.10130500793457,16.299703173463385,16.027392809702086,16.299703173463385,434200
2006-11-01,15.743409156799316,15.743409156799316,16.08574067149004,15.739518182784773,16.08574067149004,543000
2006-11-02,15.642264366149902,15.642264366149902,15.73951793940471,15.48276856537089,15.486659539325268,1506000
2006-11-03,15.502222061157227,15.502222061157227,15.731740598967807,15.354397668919402,15.731740598967807,307800
2006-11-06,15.677276611328125,15.677276611328125,15.731738378039955,15.545011684754323,15.545011684754323,198400
2006-11-07,15.79787826538086,15.79787826538086,15.914582312550502,15.755086435158415,15.755086435158415,115400
2006-11-08,15.895123481750488,15.895123481750488,15.937915289349313,15.712286297999762,15.712286297999762,294200
2006-11-09,15.78620719909668,15.78620719909668,15.965153491142507,15.747304863452564,15.965153491142507,657400
2006-11-10,16.062408447265625,16.062408447265625,16.06629793916905,15.840670309458018,15.867901204699479,573200
2006-11-13,15.961265563964844,15.961265563964844,16.21412560004095,15.961265563964844,16.07797110921391,177400
2006-11-14,16.29191780090332,16.29191780090332,16.29191780090332,16.004046592435508,16.12464154857245,306800
2006-11-15,16.22190284729004,16.22190284729004,16.393068670906946,16.218011871768997,16.299706034014946,598200
2006-11-16,16.21411895751953,16.21411895751953,16.241349844529122,16.085743503926853,16.175218114354987,2735800
2006-11-17,16.062408447265625,16.062408447265625,16.221904326810964,15.996275213127438,16.221904326810964,766200
2006-11-20,15.988489151000977,15.988489151000977,16.10519464288359,15.953477800230587,16.0701832921132,247800
2006-11-21,16.070188522338867,16.070188522338867,16.085747973544837,15.988494354638346,15.988494354638346,37400
2006-11-22,16.17910385131836,16.17910385131836,16.17910385131836,16.08573977182428,16.08573977182428,214600
2006-11-24,16.11686897277832,16.11686897277832,16.132429907115675,16.03517629346578,16.077968120907315,11200
2006-11-27,15.805658340454102,15.805658340454102,16.116869619833707,15.8056583404541,16.07407779067418,546400
2006-11-28,15.74730110168457,15.74730110168457,15.79787338395486,15.692839328765187,15.735631145765279,274200
2006-11-29,16.023496627807617,16.023496627807617,16.050727506937488,15.906792648112228,15.949584453593914,897600
2006-11-30,15.86400318145752,15.86400318145752,15.926245412069528,15.74340969438091,15.813432389315897,1010200
2006-12-01,15.766751289367676,15.766751289367676,15.969038931480933,15.59947499846579,15.969038931480933,3178400
2006-12-04,16.1285343170166,16.1285343170166,16.14798473738715,15.864004444855635,15.864004444855635,712800
2006-12-05,16.175209045410156,16.175209045410156,16.260791149183298,16.097405918730853,16.13241725153798,986200
2006-12-06,16.112972259521484,16.112972259521484,16.214116812725226,16.109082769308348,16.163544536123357,1011800
