Price,Close,High,Low,Open,Volume
Ticker,XLF,XLF,XLF,XLF,XLF
Date,,,,,
2000-01-03,11.262157440185547,11.262157440185547,11.677565336822205,11.185230736942032,11.677565336822205,1185699
2000-01-04,10.7698335647583,10.7698335647583,11.031387159383897,10.669827710579296,11.016001109828661,885705
2000-01-05,10.685209274291992,10.685209274291992,10.88522089868153,10.569817419001325,10.769829043390862,717181
2000-01-06,11.154464721679688,11.154464721679688,11.223699594178436,10.715978737155664,10.715978737155664,415832
2000-01-07,11.339097023010254,11.339097023010254,11.354481917175343,11.077543418413265,11.231398139947753,468149
2000-01-10,11.139081954956055,11.139081954956055,11.43140641589108,11.10831101990902,11.43140641589108,460640
2000-01-11,10.954460144042969,10.954460144042969,11.17754978950294,10.954460144042969,11.0313880863299,476151
2000-01-12,11.169854164123535,11.169854164123535,11.231396041237552,11.039077386262123,11.039077386262123,143288
2000-01-13,11.508333206176758,11.508333206176758,11.562183209634796,11.308322705826416,11.369864576084424,1104576
2000-01-14,11.777586936950684,11.777586936950684,11.854513743691317,11.639117066449629,11.646810093916816,731583
2000-01-18,11.385252952575684,11.385252952575684,11.739119392924652,11.385252952575684,11.739119392924652,466180
2000-01-19,11.346787452697754,11.346787452697754,11.616032864803648,11.323708382763982,11.392943280612384,339510
2000-01-20,11.139081954956055,11.139081954956055,11.43140641589108,11.077540084861985,11.43140641589108,588172
2000-01-21,11.000611305236816,11.000611305236816,11.200621768327288,10.939069446443417,11.200621768327288,498309
2000-01-24,10.800601959228516,10.800601959228516,11.10831131795499,10.708289151610572,11.10831131795499,346773
2000-01-25,10.915989875793457,10.915989875793457,11.000610794689175,10.785213142932902,10.800599184905252,231674
2000-01-26,11.32370662689209,11.32370662689209,11.33909267112882,10.98522636942308,11.000612413659809,630518
2000-01-27,11.446793556213379,11.446793556213379,11.516028462676987,11.262167909628161,11.377558649749773,262572
2000-01-28,11.046772956848145,11.046772956848145,11.262169576409217,10.9544601198934,11.13908579380289,170986
2000-01-31,11.354482650756836,11.354482650756836,11.354482650756836,10.92368940262792,10.92368940262792,541763
2000-02-01,11.416023254394531,11.416023254394531,11.439102328492522,11.246783646869238,11.416023254394531,332001
2000-02-02,11.30062484741211,11.30062484741211,11.4006306327821,11.200619062042117,11.385244593813233,399829
2000-02-03,11.231396675109863,11.231396675109863,11.35448043628444,11.023693117121908,11.292938555697152,350220
2000-02-04,11.116010665893555,11.116010665893555,11.323714312222569,11.046775731791529,11.269865432799687,216533
2000-02-07,11.000611305236816,11.000611305236816,11.092924093426918,10.923683403756987,11.031382234633517,91586
2000-02-08,11.123699188232422,11.123699188232422,11.200625962542288,11.062157306393892,11.139084080703759,608483
2000-02-09,10.86214828491211,10.86214828491211,11.123701925065825,10.785220335698591,11.123701925065825,223550
2000-02-10,10.56213092803955,10.56213092803955,10.8775334122382,10.46212506495614,10.8775334122382,641474
2000-02-11,10.585206031799316,10.585206031799316,10.831373533284662,10.49289321874231,10.70828978254199,588664
2000-02-14,10.677520751953125,10.677520751953125,10.677520751953125,10.377504344926471,10.600593971987406,1014713
2000-02-15,10.692901611328125,10.692901611328125,10.731365564787609,10.400578339379033,10.477505090321758,373485
2000-02-16,10.469819068908691,10.469819068908691,10.708293632722329,10.408277171409887,10.662137787586671,376317
2000-02-17,10.339038848876953,10.339038848876953,10.646748235214673,10.231339985670497,10.646748235214673,611807
2000-02-18,9.9697847366333,9.9697847366333,10.292880077959044,9.877471947108257,10.292880077959044,881765
2000-02-22,10.062105178833008,10.062105178833008,10.13903198395535,9.846708506122571,10.077491233443709,564537
2000-02-23,10.023636817932129,10.023636817932129,10.14672057712165,9.923630974596506,10.092871721470372,392443
2000-02-24,9.815935134887695,9.815935134887695,10.000560808874354,9.708236247073758,9.92363286672486,435774
2000-02-25,9.75439167022705,9.75439167022705,10.077487125578504,9.677463740485626,9.892860325394398,608114
2000-02-28,10.06978988647461,10.06978988647461,10.162102669938802,9.846700370775453,10.00055500988244,1225337
2000-02-29,10.139028549194336,10.139028549194336,10.20826345953393,9.969788941671622,10.192878566112167,435159
2000-03-01,10.277495384216309,10.277495384216309,10.369808185859608,10.09286978092971,10.15441164869191,1578634
2000-03-02,10.215956687927246,10.215956687927246,10.292884624499905,10.03902405217749,10.215956687927246,600359
2000-03-03,10.308266639709473,10.308266639709473,10.431350379074015,10.215953835186067,10.431350379074015,418417
2000-03-06,10.208264350891113,10.208264350891113,10.36211907842623,10.108258488999097,10.254421347140031,1878260
2000-03-07,9.900553703308105,9.900553703308105,10.185185203958655,9.78516296054967,10.092872378556581,1253281
2000-03-08,9.78515911102295,9.78515911102295,9.84670097041348,9.600533532851356,9.739003294468136,649229
2000-03-09,9.839010238647461,9.839010238647461,9.892859089151386,9.631306703863439,9.669770085939355,385180
2000-03-10,9.86978530883789,9.86978530883789,9.96979118449519,9.815936435782776,9.815936435782776,183419
2000-03-13,9.9697847366333,9.9697847366333,10.077483569067274,9.585148113612282,9.585148113612282,411646
2000-03-14,9.931324005126953,9.931324005126953,10.115949644033687,9.90824608925775,9.923630981178368,286208
2000-03-15,10.539051055908203,10.539051055908203,10.585206888182652,9.846704323978958,9.985172976778868,1206626
2000-03-16,11.446793556213379,11.446793556213379,11.446793556213379,10.769832852067577,10.83137473426265,2141694
2000-03-17,11.450189590454102,11.450189590454102,11.704980434995894,11.3807006509345,11.457909681342242,1075771
2000-03-20,11.234002113342285,11.234002113342285,11.488792945009253,11.110465582539831,11.481072854511217,422233
2000-03-21,11.643213272094727,11.643213272094727,11.658655775004096,11.102746554192617,11.1104666454292,932359
2000-03-22,11.743593215942383,11.743593215942383,11.7976396886205,11.550568773270466,11.620057758267365,830679
2000-03-23,12.15279769897461,12.15279769897461,12.2300067353726,11.620051055021365,11.720423846535077,724567
2000-03-24,12.291779518127441,12.291779518127441,12.446197640286488,12.091033870927365,12.307220866255943,660185
2000-03-27,11.890287399291992,11.890287399291992,12.284057412215859,11.797635836289627,12.284057412215859,316613
2000-03-28,11.982933044433594,11.982933044433594,12.121910900411104,11.766746170860241,11.766746170860241,371516
2000-03-29,11.890287399291992,11.890287399291992,12.106474379630841,11.774473235593643,12.106474379630841,237091
2000-03-30,11.913442611694336,11.913442611694336,12.044699188485568,11.813069867076477,11.998372860116712,511727
2000-03-31,11.99066162109375,11.99066162109375,12.075593100629353,11.735870663142636,11.8130797279167,1533826
2000-04-03,12.569727897644043,12.569727897644043,12.569727897644041,12.183679305963448,12.245446987814908,539917
2000-04-04,12.06786823272705,12.06786823272705,12.66238145015582,11.604610502135543,12.600614912961836,1568048
2000-04-05,11.975214004516602,11.975214004516602,12.199122169234942,11.92888881745381,12.01381910054764,346403
2000-04-06,12.10646915435791,12.10646915435791,12.137354155580184,11.99065504064609,12.129632905274615,343080
2000-04-07,11.85940170288086,11.85940170288086,12.183682703128978,11.82851901356206,12.183682703128978,783408
2000-04-10,12.199126243591309,12.199126243591309,12.25317386017322,11.774473526075367,11.890287692630904,179111
2000-04-11,12.353541374206543,12.353541374206543,12.353541374206543,12.029260454847527,12.245447347680884,162861
2000-04-12,12.4075927734375,12.4075927734375,12.747315169576398,12.353546318651826,12.353546318651826,1093128
2000-04-13,12.0833101272583,12.0833101272583,12.307218330629109,12.052426277145715,12.214566780291353,790425
2000-04-14,11.102749824523926,11.102749824523926,11.720426918474377,10.93288804357833,11.51968128283126,1045242
2000-04-17,11.195394515991211,11.195394515991211,11.38069753042259,10.994649003581685,11.365255032444445,498309
2000-04-18,11.643213272094727,11.643213272094727,11.735865969114741,11.149071742484523,11.149071742484523,909586
2000-04-19,11.488797187805176,11.488797187805176,11.658658965197516,11.334377917547785,11.56600740304308,218626
2000-04-20,11.704981803894043,11.704981803894043,11.704981803894045,11.427027173526879,11.496516121173217,175048
2000-04-24,11.982933044433594,11.982933044433594,11.982933044433594,11.581443136368797,11.643210814532612,196468
2000-04-25,12.353541374206543,12.353541374206543,12.399866556847568,11.982934111988543,11.982934111988543,252724
2000-04-26,12.10646915435791,12.10646915435791,12.345819792305047,12.052422722654784,12.345819792305047,938761
2000-04-27,11.85940170288086,11.85940170288086,11.967495756369647,11.650936008560352,11.735867464950918,170247
2000-04-28,12.10646915435791,12.10646915435791,12.10646915435791,11.519676175275311,11.859398426323132,436143
2000-05-01,11.836241722106934,11.836241722106934,11.998382258071105,11.53512441261526,11.55056576068787,117068
2000-05-02,11.720428466796875,11.720428466796875,11.828522552627152,11.681823353270449,11.704985957298867,179480
2000-05-03,11.511959075927734,11.511959075927734,11.851682609690279,11.411587426635254,11.751309800179452,425311
2000-05-04,11.334375381469727,11.334375381469727,11.45791077003447,11.25716634372584,11.427026922893285,180834
2000-05-05,11.411587715148926,11.411587715148926,11.442471568070129,11.195400744700503,11.210842091051918,74476
2000-05-08,11.635497093200684,11.635497093200684,11.643218348021492,11.288054548887544,11.288054548887544,49240
2000-05-09,11.604608535766602,11.604608535766602,11.843958032627214,11.473351910952195,11.704980156890072,701424
2000-05-10,11.295768737792969,11.295768737792969,11.581444574837322,11.288048647227011,11.573724484271366,348373
2000-05-11,11.635497093200684,11.635497093200684,11.69726597154855,11.442473844210697,11.442473844210697,293840
